section,age,group,persons,males,females,source_image
2. Brahmanic Hindus.,50-60,WIDOWED,220,61,159,Mahbubnagar.png
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,60 & over,POPULATION,530,294,236,Mahbubnagar.png
2. Brahmanic Hindus.,60 & over,UNMARRIED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,60 & over,MARRIED,309,246,63,Mahbubnagar.png
2. Brahmanic Hindus.,60 & over,WIDOWED,221,48,173,Mahbubnagar.png
2. Brahmanic Hindus.,60 & over,DIVORCED,0,0,0,Mahbubnagar.png
2. Brahmanic Hindus.,Total,POPULATION,12784,6067,6717,Mahbubnagar.png
2. Brahmanic Hindus.,Total,UNMARRIED,4648,2170,2478,Mahbubnagar.png
2. Brahmanic Hindus.,Total,MARRIED,7214,3685,3529,Mahbubnagar.png
2. Brahmanic Hindus.,Total,WIDOWED,922,212,710,Mahbubnagar.png
2. Brahmanic Hindus.,Total,DIVORCED,0,0,0,Mahbubnagar.png
3. Other Hindus,Total,POPULATION,668149,338543,329606,Mahbubnagar.png
3. Other Hindus,Total,UNMARRIED,248881,147683,101198,Mahbubnagar.png
3. Other Hindus,Total,MARRIED,338577,170245,168332,Mahbubnagar.png
3. Other Hindus,Total,WIDOWED,78315,19715,58600,Mahbubnagar.png
3. Other Hindus,Total,DIVORCED,2376,900,1476,Mahbubnagar.png
3. Other Hindus,0-1,POPULATION,18765,9059,9706,Mahbubnagar.png
3. Other Hindus,0-1,UNMARRIED,18710,9059,9651,Mahbubnagar.png
3. Other Hindus,0-1,MARRIED,55,0,55,Mahbubnagar.png
3. Other Hindus,0-1,WIDOWED,0,0,0,Mahbubnagar.png
3. Other Hindus,0-1,DIVORCED,0,0,0,Mahbubnagar.png
3. Other Hindus,1-5,POPULATION,80636,37742,42894,Mahbubnagar.png
3. Other Hindus,1-5,UNMARRIED,76985,36892,40093,Mahbubnagar.png
3. Other Hindus,1-5,MARRIED,3043,850,2193,Mahbubnagar.png
3. Other Hindus,1-5,WIDOWED,608,0,608,Mahbubnagar.png
3. Other Hindus,1-5,DIVORCED,0,0,0,Mahbubnagar.png
3. Other Hindus,5-10,POPULATION,41549,15737,25812,Mahbubnagar.png
3. Other Hindus,5-10,UNMARRIED,34778,9752,25026,Mahbubnagar.png
3. Other Hindus,5-10,MARRIED,6306,5931,375,Mahbubnagar.png
3. Other Hindus,5-10,WIDOWED,458,47,411,Mahbubnagar.png
3. Other Hindus,5-10,DIVORCED,7,7,0,Mahbubnagar.png
3. Other Hindus,10-15,POPULATION,70773,41364,29409,Mahbubnagar.png
3. Other Hindus,10-15,UNMARRIED,45868,31266,14602,Mahbubnagar.png
3. Other Hindus,10-15,MARRIED,24103,9845,14258,Mahbubnagar.png
3. Other Hindus,10-15,WIDOWED,777,253,524,Mahbubnagar.png
3. Other Hindus,10-15,DIVORCED,25,0,25,Mahbubnagar.png
3. Other Hindus,15-20,POPULATION,76307,47620,28687,Mahbubnagar.png
3. Other Hindus,15-20,UNMARRIED,35806,30112,5694,Mahbubnagar.png
3. Other Hindus,15-20,MARRIED,38346,17148,21198,Mahbubnagar.png
3. Other Hindus,15-20,WIDOWED,1997,304,1693,Mahbubnagar.png
3. Other Hindus,15-20,DIVORCED,158,56,102,Mahbubnagar.png
3. Other Hindus,20-30,POPULATION,103549,62584,40965,Mahbubnagar.png
3. Other Hindus,20-30,UNMARRIED,14234,12376,1858,Mahbubnagar.png
3. Other Hindus,20-30,MARRIED,82198,48512,33686,Mahbubnagar.png
3. Other Hindus,20-30,WIDOWED,6627,1513,5114,Mahbubnagar.png
3. Other Hindus,20-30,DIVORCED,490,183,307,Mahbubnagar.png
3. Other Hindus,30-40,POPULATION,109611,47854,61757,Mahbubnagar.png
3. Other Hindus,30-40,UNMARRIED,11387,9851,1536,Mahbubnagar.png
3. Other Hindus,30-40,MARRIED,85610,35486,50124,Mahbubnagar.png
3. Other Hindus,30-40,WIDOWED,12026,2293,9733,Mahbubnagar.png
3. Other Hindus,30-40,DIVORCED,588,224,364,Mahbubnagar.png
3. Other Hindus,40-50,POPULATION,75025,35324,39701,Mahbubnagar.png
3. Other Hindus,40-50,UNMARRIED,6085,4729,1356,Mahbubnagar.png
3. Other Hindus,40-50,MARRIED,54506,27208,27298,Mahbubnagar.png
3. Other Hindus,40-50,WIDOWED,13976,3203,10773,Mahbubnagar.png
3. Other Hindus,40-50,DIVORCED,458,184,274,Mahbubnagar.png
3. Other Hindus,50-60,POPULATION,49999,22172,27827,Mahbubnagar.png
3. Other Hindus,50-60,UNMARRIED,3038,2337,701,Mahbubnagar.png
3. Other Hindus,50-60,MARRIED,28514,14991,13523,Mahbubnagar.png
3. Other Hindus,50-60,WIDOWED,18062,4699,13363,Mahbubnagar.png
3. Other Hindus,50-60,DIVORCED,385,145,240,Mahbubnagar.png
3. Other Hindus,60 & over,POPULATION,41935,19087,22848,Mahbubnagar.png
3. Other Hindus,60 & over,UNMARRIED,1990,1309,681,Mahbubnagar.png
3. Other Hindus,60 & over,MARRIED,15896,10274,5622,Mahbubnagar.png
3. Other Hindus,60 & over,WIDOWED,23784,7403,16381,Mahbubnagar.png
3. Other Hindus,60 & over,DIVORCED,265,101,164,Mahbubnagar.png
1. ALL COMMUNITIES.,0-1,POPULATION,21729,11025,10704,Medak.png
1. ALL COMMUNITIES.,0-1,UNMARRIED,21631,10994,10637,Medak.png
1. ALL COMMUNITIES.,0-1,MARRIED,98,31,67,Medak.png
1. ALL COMMUNITIES.,0-1,WIDOWED,0,0,0,Medak.png
1. ALL COMMUNITIES.,0-1,DIVORCED,0,0,0,Medak.png
1. ALL COMMUNITIES.,1-5,POPULATION,87676,46160,41516,Medak.png
1. ALL COMMUNITIES.,1-5,UNMARRIED,86067,45941,40126,Medak.png
1. ALL COMMUNITIES.,1-5,MARRIED,1488,210,1278,Medak.png
1. ALL COMMUNITIES.,1-5,WIDOWED,121,9,112,Medak.png
1. ALL COMMUNITIES.,1-5,DIVORCED,0,0,0,Medak.png
1. ALL COMMUNITIES.,5-10,POPULATION,85348,38770,46578,Medak.png
1. ALL COMMUNITIES.,5-10,UNMARRIED,54522,35966,18556,Medak.png
1. ALL COMMUNITIES.,5-10,MARRIED,30068,2790,27278,Medak.png
1. ALL COMMUNITIES.,5-10,WIDOWED,756,14,742,Medak.png
1. ALL COMMUNITIES.,5-10,DIVORCED,2,0,2,Medak.png
1. ALL COMMUNITIES.,10-15,POPULATION,86984,35664,51320,Medak.png
1. ALL COMMUNITIES.,10-15,UNMARRIED,45360,28602,16758,Medak.png
1. ALL COMMUNITIES.,10-15,MARRIED,40141,7007,33134,Medak.png
1. ALL COMMUNITIES.,10-15,WIDOWED,1471,49,1422,Medak.png
1. ALL COMMUNITIES.,10-15,DIVORCED,12,6,6,Medak.png
1. ALL COMMUNITIES.,15-20,POPULATION,68258,31941,36317,Medak.png
1. ALL COMMUNITIES.,15-20,UNMARRIED,18915,14981,3934,Medak.png
1. ALL COMMUNITIES.,15-20,MARRIED,46915,16477,30438,Medak.png
1. ALL COMMUNITIES.,15-20,WIDOWED,2288,439,1849,Medak.png
1. ALL COMMUNITIES.,15-20,DIVORCED,140,44,96,Medak.png
1. ALL COMMUNITIES.,20-30,POPULATION,137055,71316,65739,Medak.png
1. ALL COMMUNITIES.,20-30,UNMARRIED,17779,15988,1791,Medak.png
1. ALL COMMUNITIES.,20-30,MARRIED,109405,53866,55539,Medak.png
1. ALL COMMUNITIES.,20-30,WIDOWED,9409,1332,8077,Medak.png
1. ALL COMMUNITIES.,20-30,DIVORCED,462,130,332,Medak.png
1. ALL COMMUNITIES.,30-40,POPULATION,103142,63159,39983,Medak.png
1. ALL COMMUNITIES.,30-40,UNMARRIED,5802,5101,701,Medak.png
1. ALL COMMUNITIES.,30-40,MARRIED,84445,55954,28491,Medak.png
1. ALL COMMUNITIES.,30-40,WIDOWED,12270,1895,10375,Medak.png
1. ALL COMMUNITIES.,30-40,DIVORCED,625,209,416,Medak.png
1. ALL COMMUNITIES.,40-50,POPULATION,77459,41014,36445,Medak.png
1. ALL COMMUNITIES.,40-50,UNMARRIED,2025,1641,384,Medak.png
1. ALL COMMUNITIES.,40-50,MARRIED,58687,36706,21981,Medak.png
1. ALL COMMUNITIES.,40-50,WIDOWED,16268,2518,13750,Medak.png
1. ALL COMMUNITIES.,40-50,DIVORCED,479,149,330,Medak.png
1. ALL COMMUNITIES.,50-60,POPULATION,48677,24840,23837,Medak.png
1. ALL COMMUNITIES.,50-60,UNMARRIED,763,522,241,Medak.png
1. ALL COMMUNITIES.,50-60,MARRIED,31223,19864,11359,Medak.png
1. ALL COMMUNITIES.,50-60,WIDOWED,16298,4322,11976,Medak.png
1. ALL COMMUNITIES.,50-60,DIVORCED,393,132,261,Medak.png
1. ALL COMMUNITIES.,60 & over,POPULATION,41892,21040,20852,Medak.png
1. ALL COMMUNITIES.,60 & over,UNMARRIED,525,363,162,Medak.png
1. ALL COMMUNITIES.,60 & over,MARRIED,21877,14465,7412,Medak.png
1. ALL COMMUNITIES.,60 & over,WIDOWED,19104,6090,13014,Medak.png
1. ALL COMMUNITIES.,60 & over,DIVORCED,386,122,264,Medak.png
1. ALL COMMUNITIES.,Total,POPULATION,758220,384929,373291,Medak.png
1. ALL COMMUNITIES.,Total,UNMARRIED,253389,160099,93290,Medak.png
1. ALL COMMUNITIES.,Total,MARRIED,424347,207370,216977,Medak.png
1. ALL COMMUNITIES.,Total,WIDOWED,77985,16668,61317,Medak.png
1. ALL COMMUNITIES.,Total,DIVORCED,2499,792,1707,Medak.png
2. Brahmanic Hindus.,0-1,POPULATION,138,61,77,Medak.png
2. Brahmanic Hindus.,0-1,UNMARRIED,138,61,77,Medak.png
2. Brahmanic Hindus.,0-1,MARRIED,0,0,0,Medak.png
2. Brahmanic Hindus.,0-1,WIDOWED,0,0,0,Medak.png
2. Brahmanic Hindus.,0-1,DIVORCED,0,0,0,Medak.png
2. Brahmanic Hindus.,1-5,POPULATION,633,240,393,Medak.png
2. Brahmanic Hindus.,1-5,UNMARRIED,633,240,393,Medak.png
2. Brahmanic Hindus.,1-5,MARRIED,0,0,0,Medak.png
2. Brahmanic Hindus.,1-5,WIDOWED,0,0,0,Medak.png
2. Brahmanic Hindus.,1-5,DIVORCED,0,0,0,Medak.png
2. Brahmanic Hindus.,5-10,POPULATION,613,238,375,Medak.png
2. Brahmanic Hindus.,5-10,UNMARRIED,568,238,330,Medak.png
2. Brahmanic Hindus.,5-10,MARRIED,45,0,45,Medak.png
2. Brahmanic Hindus.,5-10,WIDOWED,0,0,0,Medak.png
2. Brahmanic Hindus.,5-10,DIVORCED,0,0,0,Medak.png
2. Brahmanic Hindus.,10-15,POPULATION,870,245,625,Medak.png
2. Brahmanic Hindus.,10-15,UNMARRIED,608,201,407,Medak.png
2. Brahmanic Hindus.,10-15,MARRIED,262,44,218,Medak.png
2. Brahmanic Hindus.,10-15,WIDOWED,0,0,0,Medak.png
2. Brahmanic Hindus.,10-15,DIVORCED,0,0,0,Medak.png
2. Brahmanic Hindus.,15-20,POPULATION,784,390,394,Medak.png
2. Brahmanic Hindus.,15-20,UNMARRIED,343,225,118,Medak.png
2. Brahmanic Hindus.,15-20,MARRIED,439,165,274,Medak.png
2. Brahmanic Hindus.,15-20,WIDOWED,2,0,2,Medak.png
2. Brahmanic Hindus.,15-20,DIVORCED,0,0,0,Medak.png
2. Brahmanic Hindus.,20-30,POPULATION,1517,997,520,Medak.png
2. Brahmanic Hindus.,20-30,UNMARRIED,333,314,19,Medak.png
2. Brahmanic Hindus.,20-30,MARRIED,1144,674,470,Medak.png
2. Brahmanic Hindus.,20-30,WIDOWED,40,9,31,Medak.png
2. Brahmanic Hindus.,20-30,DIVORCED,0,0,0,Medak.png
2. Brahmanic Hindus.,30-40,POPULATION,1211,666,545,Medak.png
2. Brahmanic Hindus.,30-40,UNMARRIED,57,55,2,Medak.png
2. Brahmanic Hindus.,30-40,MARRIED,1087,601,486,Medak.png
2. Brahmanic Hindus.,30-40,WIDOWED,67,10,57,Medak.png
2. Brahmanic Hindus.,30-40,DIVORCED,0,0,0,Medak.png
2. Brahmanic Hindus.,40-50,POPULATION,1175,546,629,Medak.png
2. Brahmanic Hindus.,40-50,UNMARRIED,21,21,0,Medak.png
2. Brahmanic Hindus.,40-50,MARRIED,1072,524,548,Medak.png
2. Brahmanic Hindus.,40-50,WIDOWED,82,1,81,Medak.png
2. Brahmanic Hindus.,40-50,DIVORCED,0,0,0,Medak.png
2. Brahmanic Hindus.,50-60,POPULATION,1051,551,500,Medak.png
2. Brahmanic Hindus.,50-60,UNMARRIED,17,17,0,Medak.png
2. Brahmanic Hindus.,50-60,MARRIED,951,515,436,Medak.png
2. Brahmanic Hindus.,50-60,WIDOWED,83,19,64,Medak.png
2. Brahmanic Hindus.,50-60,DIVORCED,0,0,0,Medak.png
2. Brahmanic Hindus.,60 & over,POPULATION,510,266,244,Medak.png
2. Brahmanic Hindus.,60 & over,UNMARRIED,13,13,0,Medak.png
2. Brahmanic Hindus.,60 & over,MARRIED,445,236,209,Medak.png
2. Brahmanic Hindus.,60 & over,WIDOWED,52,17,35,Medak.png
2. Brahmanic Hindus.,60 & over,DIVORCED,0,0,0,Medak.png
2. Brahmanic Hindus.,Total,POPULATION,8502,4200,4302,Medak.png
2. Brahmanic Hindus.,Total,UNMARRIED,2731,1385,1346,Medak.png
2. Brahmanic Hindus.,Total,MARRIED,5445,2759,2686,Medak.png
2. Brahmanic Hindus.,Total,WIDOWED,326,56,270,Medak.png
2. Brahmanic Hindus.,Total,DIVORCED,0,0,0,Medak.png
3. Other Hindus,0-1,POPULATION,14138,7574,6564,Medak.png
3. Other Hindus,0-1,UNMARRIED,14086,7550,6536,Medak.png
3. Other Hindus,0-1,MARRIED,52,24,28,Medak.png
3. Other Hindus,0-1,WIDOWED,0,0,0,Medak.png
3. Other Hindus,0-1,DIVORCED,0,0,0,Medak.png
3. Other Hindus,1-5,POPULATION,46746,22325,24421,Medak.png
3. Other Hindus,1-5,UNMARRIED,45935,22159,23776,Medak.png
3. Other Hindus,1-5,MARRIED,761,166,595,Medak.png
3. Other Hindus,1-5,WIDOWED,50,0,50,Medak.png
3. Other Hindus,1-5,DIVORCED,0,0,0,Medak.png
3. Other Hindus,5-10,POPULATION,62041,27444,34597,Medak.png
3. Other Hindus,5-10,UNMARRIED,35864,25056,10808,Medak.png
3. Other Hindus,5-10,MARRIED,25613,2388,23225,Medak.png
3. Other Hindus,5-10,WIDOWED,564,0,564,Medak.png
3. Other Hindus,5-10,DIVORCED,0,0,0,Medak.png
3. Other Hindus,10-15,POPULATION,55589,21711,33878,Medak.png
3. Other Hindus,10-15,UNMARRIED,24673,16143,8530,Medak.png
3. Other Hindus,10-15,MARRIED,29855,5544,24311,Medak.png
3. Other Hindus,10-15,WIDOWED,1060,24,1036,Medak.png
3. Other Hindus,10-15,DIVORCED,1,0,1,Medak.png
3. Other Hindus,15-20,POPULATION,40993,19283,21710,Medak.png
3. Other Hindus,15-20,UNMARRIED,9532,8286,1246,Medak.png
3. Other Hindus,15-20,MARRIED,29663,10674,18989,Medak.png
3. Other Hindus,15-20,WIDOWED,1708,296,1412,Medak.png
3. Other Hindus,15-20,DIVORCED,90,27,63,Medak.png
3. Other Hindus,20-30,POPULATION,86392,46665,39727,Medak.png
3. Other Hindus,20-30,UNMARRIED,8940,8244,696,Medak.png
3. Other Hindus,20-30,MARRIED,70982,37459,33523,Medak.png
3. Other Hindus,20-30,WIDOWED,6158,884,5274,Medak.png
3. Other Hindus,20-30,DIVORCED,312,78,234,Medak.png
3. Other Hindus,30-40,POPULATION,69546,46447,23099,Medak.png
3. Other Hindus,30-40,UNMARRIED,4263,3877,386,Medak.png
3. Other Hindus,30-40,MARRIED,57333,41350,15983,Medak.png
3. Other Hindus,30-40,WIDOWED,7532,1089,6443,Medak.png
3. Other Hindus,30-40,DIVORCED,418,131,287,Medak.png
3. Other Hindus,40-50,POPULATION,48876,25263,23613,Medak.png
3. Other Hindus,40-50,UNMARRIED,1155,974,181,Medak.png
3. Other Hindus,40-50,MARRIED,37266,22817,14449,Medak.png
3. Other Hindus,40-50,WIDOWED,10190,1386,8804,Medak.png
3. Other Hindus,40-50,DIVORCED,265,86,179,Medak.png
3. Other Hindus,50-60,POPULATION,29953,15559,14394,Medak.png
3. Other Hindus,50-60,UNMARRIED,425,309,116,Medak.png
3. Other Hindus,50-60,MARRIED,19103,12312,6791,Medak.png
3. Other Hindus,50-60,WIDOWED,10203,2859,7344,Medak.png
3. Other Hindus,50-60,DIVORCED,222,79,143,Medak.png
3. Other Hindus,60 & over,POPULATION,28109,13917,14192,Medak.png
3. Other Hindus,60 & over,UNMARRIED,241,176,65,Medak.png
3. Other Hindus,60 & over,MARRIED,14228,9375,4853,Medak.png
3. Other Hindus,60 & over,WIDOWED,13416,4285,9131,Medak.png
3. Other Hindus,60 & over,DIVORCED,224,81,143,Medak.png
3. Other Hindus,Total,POPULATION,482383,246188,236195,Medak.png
3. Other Hindus,Total,UNMARRIED,145114,92774,52340,Medak.png
3. Other Hindus,Total,MARRIED,284856,142109,142747,Medak.png
3. Other Hindus,Total,WIDOWED,50881,10823,40058,Medak.png
3. Other Hindus,Total,DIVORCED,1532,482,1050,Medak.png
1. ALL COMMUNITIES.,0-1,POPULATION,37091,17077,20014,Nalgonda.png
1. ALL COMMUNITIES.,0-1,UNMARRIED,37069,17077,19992,Nalgonda.png
1. ALL COMMUNITIES.,0-1,MARRIED,22,0,22,Nalgonda.png
1. ALL COMMUNITIES.,0-1,WIDOWED,0,0,0,Nalgonda.png
1. ALL COMMUNITIES.,0-1,DIVORCED,0,0,0,Nalgonda.png
1. ALL COMMUNITIES.,1-5,POPULATION,161202,82310,78892,Nalgonda.png
1. ALL COMMUNITIES.,1-5,UNMARRIED,155754,80205,75549,Nalgonda.png
1. ALL COMMUNITIES.,1-5,MARRIED,5323,2052,3271,Nalgonda.png
1. ALL COMMUNITIES.,1-5,WIDOWED,125,53,72,Nalgonda.png
1. ALL COMMUNITIES.,1-5,DIVORCED,0,0,0,Nalgonda.png
1. ALL COMMUNITIES.,5-10,POPULATION,156174,81118,75056,Nalgonda.png
1. ALL COMMUNITIES.,5-10,UNMARRIED,131653,77322,54331,Nalgonda.png
1. ALL COMMUNITIES.,5-10,MARRIED,23847,3684,20163,Nalgonda.png
1. ALL COMMUNITIES.,5-10,WIDOWED,627,110,517,Nalgonda.png
1. ALL COMMUNITIES.,5-10,DIVORCED,47,2,45,Nalgonda.png
1. ALL COMMUNITIES.,10-15,POPULATION,145487,77524,67963,Nalgonda.png
1. ALL COMMUNITIES.,10-15,UNMARRIED,89682,59007,30675,Nalgonda.png
1. ALL COMMUNITIES.,10-15,MARRIED,52682,17574,35108,Nalgonda.png
1. ALL COMMUNITIES.,10-15,WIDOWED,2499,911,1588,Nalgonda.png
1. ALL COMMUNITIES.,10-15,DIVORCED,624,32,592,Nalgonda.png
1. ALL COMMUNITIES.,15-20,POPULATION,137320,68522,68798,Nalgonda.png
1. ALL COMMUNITIES.,15-20,UNMARRIED,40313,35352,4961,Nalgonda.png
1. ALL COMMUNITIES.,15-20,MARRIED,93401,32255,61146,Nalgonda.png
1. ALL COMMUNITIES.,15-20,WIDOWED,3362,882,2480,Nalgonda.png
1. ALL COMMUNITIES.,15-20,DIVORCED,244,33,211,Nalgonda.png
1. ALL COMMUNITIES.,20-30,POPULATION,206894,108752,98142,Nalgonda.png
1. ALL COMMUNITIES.,20-30,UNMARRIED,27388,24534,2854,Nalgonda.png
1. ALL COMMUNITIES.,20-30,MARRIED,166321,81954,84367,Nalgonda.png
1. ALL COMMUNITIES.,20-30,WIDOWED,12252,2030,10222,Nalgonda.png
1. ALL COMMUNITIES.,20-30,DIVORCED,933,234,699,Nalgonda.png
1. ALL COMMUNITIES.,30-40,POPULATION,172356,88357,83999,Nalgonda.png
1. ALL COMMUNITIES.,30-40,UNMARRIED,4417,3060,1357,Nalgonda.png
1. ALL COMMUNITIES.,30-40,MARRIED,145766,81337,64429,Nalgonda.png
1. ALL COMMUNITIES.,30-40,WIDOWED,21032,3595,17437,Nalgonda.png
1. ALL COMMUNITIES.,30-40,DIVORCED,1141,365,776,Nalgonda.png
1. ALL COMMUNITIES.,40-50,POPULATION,120689,60455,60234,Nalgonda.png
1. ALL COMMUNITIES.,40-50,UNMARRIED,2001,1143,858,Nalgonda.png
1. ALL COMMUNITIES.,40-50,MARRIED,90744,54122,36622,Nalgonda.png
1. ALL COMMUNITIES.,40-50,WIDOWED,26903,4811,22092,Nalgonda.png
1. ALL COMMUNITIES.,40-50,DIVORCED,1041,379,662,Nalgonda.png
1. ALL COMMUNITIES.,50-60,POPULATION,77787,41388,36399,Nalgonda.png
1. ALL COMMUNITIES.,50-60,UNMARRIED,1259,800,459,Nalgonda.png
1. ALL COMMUNITIES.,50-60,MARRIED,49463,35044,14419,Nalgonda.png
1. ALL COMMUNITIES.,50-60,WIDOWED,26184,5234,20950,Nalgonda.png
1. ALL COMMUNITIES.,50-60,DIVORCED,881,310,571,Nalgonda.png
1. ALL COMMUNITIES.,60 & over,POPULATION,60352,30463,29889,Nalgonda.png
1. ALL COMMUNITIES.,60 & over,UNMARRIED,909,594,315,Nalgonda.png
1. ALL COMMUNITIES.,60 & over,MARRIED,30768,22331,8437,Nalgonda.png
1. ALL COMMUNITIES.,60 & over,WIDOWED,28029,7284,20745,Nalgonda.png
1. ALL COMMUNITIES.,60 & over,DIVORCED,646,254,392,Nalgonda.png
1. ALL COMMUNITIES.,Total,POPULATION,1275352,655966,619386,Nalgonda.png
1. ALL COMMUNITIES.,Total,UNMARRIED,490445,299094,191351,Nalgonda.png
1. ALL COMMUNITIES.,Total,MARRIED,658337,330353,327984,Nalgonda.png
1. ALL COMMUNITIES.,Total,WIDOWED,121013,24910,96103,Nalgonda.png
1. ALL COMMUNITIES.,Total,DIVORCED,5557,1609,3948,Nalgonda.png
